chapter,chapter_title,verse,shlok,transliteration,translation,index
7,Jñāna Vijñāna Yog,7.30,साधिभूताधिदैवं मां साधियज्ञं च ये विदुः |\nप्रयाणकालेऽपि च मां ते विदुर्युक्तचेतसः ||७-३०||,sādhibhūtādhidaivaṃ māṃ sādhiyajñaṃ ca ye viduḥ .\nprayāṇakāle.api ca māṃ te viduryuktacetasaḥ ||7-30||,"Those who know Me as the governing principle of the adhibhūta (field of matter) and the adhidaiva (the celestial gods), and as adhiyajña (the Lord of all sacrificial performances), such enlightened souls are in full consciousness of Me even at the time of death.",289
8,Akṣhar Brahma Yog,8.1 – 8.2,अर्जुन उवाच |\nकिं तद् ब्रह्म किमध्यात्मं किं कर्म पुरुषोत्तम |\nअधिभूतं च किं प्रोक्तमधिदैवं किमुच्यते ||८-१||\nअधियज्ञः कथं कोऽत्र देहेऽस्मिन्मधुसूदन |\nप्रयाणकाले च कथं ज्ञेयोऽसि नियतात्मभिः ||८-२||,arjuna uvāca .\nkiṃ tad brahma kimadhyātmaṃ kiṃ karma puruṣottama .\nadhibhūtaṃ ca kiṃ proktamadhidaivaṃ kimucyate ||8-1||\nadhiyajñaḥ kathaṃ ko.atra dehe.asminmadhusūdana .\nprayāṇakāle ca kathaṃ jñeyo.asi niyatātmabhiḥ ||8-2||,"Arjun said: O Supreme Lord, what is Brahman (Absolute Reality), what is adhyatma (the individual soul), and what is karma? What is said to be adhibhuta, and who is said to be Adhidaiva? Who is Adhiyajna in the body and how is He the Adhiyajna? O Krishna, how are You to be known at the time of death by those of steadfast mind?",290
8,Akṣhar Brahma Yog,8.3,श्रीभगवानुवाच |\nअक्षरं ब्रह्म परमं स्वभावोऽध्यात्ममुच्यते |\nभूतभावोद्भवकरो विसर्गः कर्मसंज्ञितः ||८-३||,śrībhagavānuvāca .\nakṣaraṃ brahma paramaṃ svabhāvo.adhyātmamucyate .\nbhūtabhāvodbhavakaro visargaḥ karmasaṃjñitaḥ ||8-3||,"The Lord said: The Supreme Indestructible Entity is called Brahman; one’s own self is called adhyatma.  Actions pertaining to the material personality of living beings, and its development are called karma, or fruitive activities.",291
8,Akṣhar Brahma Yog,8.4,अधिभूतं क्षरो भावः पुरुषश्चाधिदैवतम् |\nअधियज्ञोऽहमेवात्र देहे देहभृतां वर ||८-४||,adhibhūtaṃ kṣaro bhāvaḥ puruṣaścādhidaivatam .\nadhiyajño.ahamevātra dehe dehabhṛtāṃ vara ||8-4||,"O best of the embodied souls, the physical manifestation that is constantly changing is called adhibhūta; the universal form of God, which presides over the celestial gods in this creation, is called Adhidaiva; I, who dwell in the heart of every living being, am called Adhiyajna, or the Lord of all sacrifices.",292
8,Akṣhar Brahma Yog,8.5,अन्तकाले च मामेव स्मरन्मुक्त्वा कलेवरम् |\nयः प्रयाति स मद्भावं याति नास्त्यत्र संशयः ||८-५||,antakāle ca māmeva smaranmuktvā kalevaram .\nyaḥ prayāti sa madbhāvaṃ yāti nāstyatra saṃśayaḥ ||8-5||,Those who relinquish the body while remembering Me at the moment of death will come to Me. There is certainly no doubt about this.,293
8,Akṣhar Brahma Yog,8.6,यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम् |\nतं तमेवैति कौन्तेय सदा तद्भावभावितः ||८-६||,yaṃ yaṃ vāpi smaranbhāvaṃ tyajatyante kalevaram .\ntaṃ tamevaiti kaunteya sadā tadbhāvabhāvitaḥ ||8-6||,"Whatever one remembers upon giving up the body at the time of death, O son of Kunti, one attains that state, being always absorbed in such contemplation.",294
8,Akṣhar Brahma Yog,8.7,तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च |\nमय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशयः (orसंशयम्) ||८-७||,tasmātsarveṣu kāleṣu māmanusmara yudhya ca .\nmayyarpitamanobuddhirmāmevaiṣyasyasaṃśayaḥ ||8-7||,"Therefore, always remember Me and also do your duty of fighting the war.  With mind and intellect surrendered to Me, you will definitely attain Me; of this, there is no doubt.",295
8,Akṣhar Brahma Yog,8.8,अभ्यासयोगयुक्तेन चेतसा नान्यगामिना |\nपरमं पुरुषं दिव्यं याति पार्थानुचिन्तयन् ||८-८||,orsaṃśayama abhyāsayogayuktena cetasā nānyagāminā .\nparamaṃ puruṣaṃ divyaṃ yāti pārthānucintayan ||8-8||,"With practice, O Parth, when you constantly engage the mind in remembering Me, the Supreme Divine Personality, without deviating, you will certainly attain Me.",296
8,Akṣhar Brahma Yog,8.9 – 8.10,कविं पुराणमनुशासितार-\nमणोरणीयंसमनुस्मरेद्यः |\nसर्वस्य धातारमचिन्त्यरूप-\nमादित्यवर्णं तमसः परस्तात् ||८-९||\nप्रयाणकाले मनसाऽचलेन\nभक्त्या युक्तो योगबलेन चैव |\nभ्रुवोर्मध्ये प्राणमावेश्य सम्यक्\nस तं परं पुरुषमुपैति दिव्यम् ||८-१०||,kaviṃ purāṇamanuśāsitāraṃ aṇoraṇīyaṃsamanusmaredyaḥ .\nsarvasya dhātāramacintyarūpaṃ ādityavarṇaṃ tamasaḥ parastāt ||8-9||\nprayāṇakāle manasā.acalena bhaktyā yukto yogabalena caiva .\nbhruvormadhye prāṇamāveśya samyak sa taṃ paraṃ puruṣamupaiti divyam ||8-10||,"God is Omniscient, the most ancient One, the Controller, subtler than the subtlest, the Support of all, and the possessor of an inconceivable divine form; He is brighter than the sun, and beyond all darkness of ignorance.  One who at the time of death, with unmoving mind attained by the practice of Yog, fixes the prāṇ (life-airs) between the eyebrows, and steadily remembers the Divine Lord with great devotion, certainly attains Him.",297
8,Akṣhar Brahma Yog,8.11,यदक्षरं वेदविदो वदन्ति\nविशन्ति यद्यतयो वीतरागाः |\nयदिच्छन्तो ब्रह्मचर्यं चरन्ति\nतत्ते पदं संग्रहेण प्रवक्ष्ये ||८-११||,yadakṣaraṃ vedavido vadanti viśanti yadyatayo vītarāgāḥ .\nyadicchanto brahmacaryaṃ caranti tatte padaṃ saṃgraheṇa pravakṣye ||8-11||,Scholars of the Vedas describe Him as Imperishable; great ascetics practice the vow of celibacy and renounce worldly pleasures to enter into Him.  I shall now explain to you briefly the path to that goal.,298
8,Akṣhar Brahma Yog,8.12,सर्वद्वाराणि संयम्य मनो हृदि निरुध्य च |\nमूध्न्यार्धायात्मनः प्राणमास्थितो योगधारणाम् ||८-१२||,sarvadvārāṇi saṃyamya mano hṛdi nirudhya ca .\nmūdhnyā^^rdhāyātmanaḥ prāṇamāsthito yogadhāraṇām ||8-12||,"Restraining all the gates of the body and fixing the mind in the heart region, and then drawing the life-breath to the head, one should get established in steadfast yogic concentration.",299
8,Akṣhar Brahma Yog,8.13,ओमित्येकाक्षरं ब्रह्म व्याहरन्मामनुस्मरन् |\nयः प्रयाति त्यजन्देहं स याति परमां गतिम् ||८-१३||,omityekākṣaraṃ brahma vyāharanmāmanusmaran .\nyaḥ prayāti tyajandehaṃ sa yāti paramāṃ gatim ||8-13||,"One who departs from the body while remembering Me, the Supreme Personality, and chanting the syllable Om, will attain the supreme goal.",300
8,Akṣhar Brahma Yog,8.14,अनन्यचेताः सततं यो मां स्मरति नित्यशः |\nतस्याहं सुलभः पार्थ नित्ययुक्तस्य योगिनः ||८-१४||,ananyacetāḥ satataṃ yo māṃ smarati nityaśaḥ .\ntasyāhaṃ sulabhaḥ pārtha nityayuktasya yoginaḥ ||8-14||,"O Parth, for those yogis who always think of Me with exclusive devotion, I am easily attainable because of their constant absorption in Me.",301
8,Akṣhar Brahma Yog,8.15,मामुपेत्य पुनर्जन्म दुःखालयमशाश्वतम् |\nनाप्नुवन्ति महात्मानः संसिद्धिं परमां गताः ||८-१५||,māmupetya punarjanma duḥkhālayamaśāśvatam .\nnāpnuvanti mahātmānaḥ saṃsiddhiṃ paramāṃ gatāḥ ||8-15||,"Having attained Me, the great souls are no more subject to rebirth in this world, which is transient and full of misery, because they have attained the highest perfection.",302
8,Akṣhar Brahma Yog,8.16,आब्रह्मभुवनाल्लोकाः पुनरावर्तिनोऽर्जुन |\nमामुपेत्य तु कौन्तेय पुनर्जन्म न विद्यते ||८-१६||,ābrahmabhuvanāllokāḥ punarāvartino.arjuna .\nmāmupetya tu kaunteya punarjanma na vidyate ||8-16||,"In all the worlds of this material creation, up to the highest abode of Brahma, you will be subject to rebirth, O Arjun.  But on attaining My Abode, O son of Kunti, there is no further rebirth.",303
8,Akṣhar Brahma Yog,8.17,सहस्रयुगपर्यन्तमहर्यद् ब्रह्मणो विदुः |\nरात्रिं युगसहस्रान्तां तेऽहोरात्रविदो जनाः ||८-१७||,sahasrayugaparyantamaharyad brahmaṇo viduḥ .\nrātriṃ yugasahasrāntāṃ te.ahorātravido janāḥ ||8-17||,One day of Brahma (kalp) lasts a thousand cycles of the four ages (mahā yug) and his night also extends for the same span of time.  The wise who know this understand the reality about day and night.,304
8,Akṣhar Brahma Yog,8.18,अव्यक्ताद् व्यक्तयः सर्वाः प्रभवन्त्यहरागमे |\nरात्र्यागमे प्रलीयन्ते तत्रैवाव्यक्तसंज्ञके ||८-१८||,avyaktād vyaktayaḥ sarvāḥ prabhavantyaharāgame .\nrātryāgame pralīyante tatraivāvyaktasaṃjñake ||8-18||,"At the advent of Brahma’s day, all living beings emanate from the unmanifest source.  And at the fall of his night, all embodied beings again merge into their unmanifest source.",305
8,Akṣhar Brahma Yog,8.19,भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते |\nरात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे ||८-१९||,bhūtagrāmaḥ sa evāyaṃ bhūtvā bhūtvā pralīyate .\nrātryāgame.avaśaḥ pārtha prabhavatyaharāgame ||8-19||,"Multitudes of beings repeatedly take birth with the advent of Brahma’s day, and are reabsorbed on the arrival of the cosmic night, to manifest again automatically on the advent of the next cosmic day.",306
8,Akṣhar Brahma Yog,8.20,परस्तस्मात्तु भावोऽन्योऽव्यक्तोऽव्यक्तात्सनातनः |\nयः स सर्वेषु भूतेषु नश्यत्सु न विनश्यति ||८-२०||,parastasmāttu bhāvo.anyo.avyakto.avyaktātsanātanaḥ .\nyaḥ sa sarveṣu bhūteṣu naśyatsu na vinaśyati ||8-20||,"Transcendental to this manifest and unmanifest creation, there is yet another unmanifest eternal dimension.  That realm does not cease even when all others do.",307
8,Akṣhar Brahma Yog,8.21,अव्यक्तोऽक्षर इत्युक्तस्तमाहुः परमां गतिम् |\nयं प्राप्य न निवर्तन्ते तद्धाम परमं मम ||८-२१||,avyakto.akṣara ityuktastamāhuḥ paramāṃ gatim .\nyaṃ prāpya na nivartante taddhāma paramaṃ mama ||8-21||,"That unmanifest dimension is the supreme goal, and upon reaching it, one never returns to this mortal world.  That is My Supreme Abode.",308
8,Akṣhar Brahma Yog,8.22,पुरुषः स परः पार्थ भक्त्या लभ्यस्त्वनन्यया |\nयस्यान्तःस्थानि भूतानि येन सर्वमिदं ततम् ||८-२२||,puruṣaḥ sa paraḥ pārtha bhaktyā labhyastvananyayā .\nyasyāntaḥsthāni bhūtāni yena sarvamidaṃ tatam ||8-22||,"The Supreme Divine Personality is greater than all that exists.  Although He is all-pervading and all living beings are situated in Him, yet He can be known only through devotion.",309
8,Akṣhar Brahma Yog,8.23 – 8.26,यत्र काले त्वनावृत्तिमावृत्तिं चैव योगिनः |\nप्रयाता यान्ति तं कालं वक्ष्यामि भरतर्षभ ||८-२३||\nअग्निर्जोतिरहः शुक्लः षण्मासा उत्तरायणम् |\nतत्र प्रयाता गच्छन्ति ब्रह्म ब्रह्मविदो जनाः ||८-२४||\nधूमो रात्रिस्तथा कृष्णः षण्मासा दक्षिणायनम् |\nतत्र चान्द्रमसं ज्योतिर्योगी प्राप्य निवर्तते ||८-२५||\nशुक्लकृष्णे गती ह्येते जगतः शाश्वते मते |\nएकया यात्यनावृत्तिमन्ययावर्तते पुनः ||८-२६||,yatra kāle tvanāvṛttimāvṛttiṃ caiva yoginaḥ .\nprayātā yānti taṃ kālaṃ vakṣyāmi bharatarṣabha ||8-23||\nagnirjotirahaḥ śuklaḥ ṣaṇmāsā uttarāyaṇam .\ntatra prayātā gacchanti brahma brahmavido janāḥ ||8-24||\ndhūmo rātristathā kṛṣṇaḥ ṣaṇmāsā dakṣiṇāyanam .\ntatra cāndramasaṃ jyotiryogī prāpya nivartate ||8-25||\nśuklakṛṣṇe gatī hyete jagataḥ śāśvate mate .\nekayā yātyanāvṛttimanyayāvartate punaḥ ||8-26||,"I shall now describe to you the different paths of passing away from this world, O best of the Bharatas, one of which leads to liberation and the other leads to rebirth.  Those who know the Supreme Brahman and who depart from this world, during the six months of the sun’s northern course, the bright fortnight of the moon, and the bright part of the day, attain the supreme destination.  The practitioners of Vedic rituals, who pass away during the six months of the sun’s southern course, the dark fortnight of the moon, the time of smoke, the night, attain the celestial abodes.  After enjoying celestial pleasures, they again return to the earth.  These two, bright and dark paths, always exist in this world.  The way of light leads to liberation and the way of darkness leads to rebirth.",310
8,Akṣhar Brahma Yog,8.27,नैते सृती पार्थ जानन्योगी मुह्यति कश्चन |\nतस्मात्सर्वेषु कालेषु योगयुक्तो भवार्जुन ||८-२७||,naite sṛtī pārtha jānanyogī muhyati kaścana .\ntasmātsarveṣu kāleṣu yogayukto bhavārjuna ||8-27||,"Yogis who know the secret of these two paths, O Parth, are never bewildered.  Therefore, at all times be situated in Yog (union with God).",311
8,Akṣhar Brahma Yog,8.28,वेदेषु यज्ञेषु तपःसु चैव\nदानेषु यत्पुण्यफलं प्रदिष्टम् |\nअत्येति तत्सर्वमिदं विदित्वा\nयोगी परं स्थानमुपैति चाद्यम् ||८-२८||,vedeṣu yajñeṣu tapaḥsu caiva dāneṣu yatpuṇyaphalaṃ pradiṣṭam .\natyeti tatsarvamidaṃ viditvā yogī paraṃ sthānamupaiti cādyam ||8-28||,"The yogis, who know this secret, gain merit far beyond the fruits of Vedic rituals, the study of the Vedas, performance of sacrifices, austerities, and charities.  Such yogis reach the Supreme Abode.",312
9,Rāja Vidyā Yog,9.1,श्रीभगवानुवाच |\nइदं तु ते गुह्यतमं प्रवक्ष्याम्यनसूयवे |\nज्ञानं विज्ञानसहितं यज्ज्ञात्वा मोक्ष्यसेऽशुभात् ||९-१||,śrībhagavānuvāca .\nidaṃ tu te guhyatamaṃ pravakṣyāmyanasūyave .\njñānaṃ vijñānasahitaṃ yajjñātvā mokṣyase.aśubhāt ||9-1||,"The Supreme Lord said:  O Arjun, because you are not envious of Me, I shall now impart to you this very confidential knowledge and wisdom, upon knowing which you will be released from the miseries of material existence.",313
9,Rāja Vidyā Yog,9.2,राजविद्या राजगुह्यं पवित्रमिदमुत्तमम् |\nप्रत्यक्षावगमं धर्म्यं सुसुखं कर्तुमव्ययम् ||९-२||,rājavidyā rājaguhyaṃ pavitramidamuttamam .\npratyakṣāvagamaṃ dharmyaṃ susukhaṃ kartumavyayam ||9-2||,"This knowledge is the king of sciences and the most profound of all secrets.  It purifies those who hear it.  It is directly realizable, in accordance with dharma, easy to practice, and everlasting in effect.",314
9,Rāja Vidyā Yog,9.3,अश्रद्दधानाः पुरुषा धर्मस्यास्य परन्तप |\nअप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि ||९-३||,aśraddadhānāḥ puruṣā dharmasyāsya parantapa .\naprāpya māṃ nivartante mṛtyusaṃsāravartmani ||9-3||,"People who have no faith in this dharma are unable to attain Me, O conqueror of enemies.  They repeatedly come back to this world in the cycle of birth and death.",315
9,Rāja Vidyā Yog,9.4,मया ततमिदं सर्वं जगदव्यक्तमूर्तिना |\nमत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थितः ||९-४||,mayā tatamidaṃ sarvaṃ jagadavyaktamūrtinā .\nmatsthāni sarvabhūtāni na cāhaṃ teṣvavasthitaḥ ||9-4||,"This entire cosmic manifestation is pervaded by Me in My unmanifest form.  All living beings dwell in Me, but I do not dwell in them.",316
9,Rāja Vidyā Yog,9.5,न च मत्स्थानि भूतानि पश्य मे योगमैश्वरम् |\nभूतभृन्न च भूतस्थो ममात्मा भूतभावनः ||९-५||,na ca matsthāni bhūtāni paśya me yogamaiśvaram .\nbhūtabhṛnna ca bhūtastho mamātmā bhūtabhāvanaḥ ||9-5||,"And yet, the living beings do not abide in Me.  Behold the mystery of My divine energy!  Although I am the Creator and Sustainer of all living beings, I am not influenced by them or by material nature.",317
9,Rāja Vidyā Yog,9.6,यथाकाशस्थितो नित्यं वायुः सर्वत्रगो महान् |\nतथा सर्वाणि भूतानि मत्स्थानीत्युपधारय ||९-६||,yathākāśasthito nityaṃ vāyuḥ sarvatrago mahān .\ntathā sarvāṇi bhūtāni matsthānītyupadhāraya ||9-6||,"Know that as the mighty wind blowing everywhere rests always in the sky, likewise all living beings always rest in Me.",318
9,Rāja Vidyā Yog,9.7 – 9.8,सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् |\nकल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् ||९-७||\nप्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः |\nभूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् ||९-८||,sarvabhūtāni kaunteya prakṛtiṃ yānti māmikām .\nkalpakṣaye punastāni kalpādau visṛjāmyaham ||9-7||\nprakṛtiṃ svāmavaṣṭabhya visṛjāmi punaḥ punaḥ .\nbhūtagrāmamimaṃ kṛtsnamavaśaṃ prakṛtervaśāt ||9-8||,"At the end of one kalp, all living beings merge into My primordial material energy.  At the beginning of the next creation, O son of Kunti, I manifest them again.  Presiding over My material energy, I generate these myriad forms again and again, in accordance with the force of their natures.",319
9,Rāja Vidyā Yog,9.9,न च मां तानि कर्माणि निबध्नन्ति धनञ्जय |\nउदासीनवदासीनमसक्तं तेषु कर्मसु ||९-९||,na ca māṃ tāni karmāṇi nibadhnanti dhanañjaya .\nudāsīnavadāsīnamasaktaṃ teṣu karmasu ||9-9||,"O conqueror of wealth, none of these actions bind Me.  I remain like a neutral observer, ever detached from these actions.",320
9,Rāja Vidyā Yog,9.10,मयाध्यक्षेण प्रकृतिः सूयते सचराचरम् |\nहेतुनानेन कौन्तेय जगद्विपरिवर्तते ||९-१०||,mayādhyakṣeṇa prakṛtiḥ sūyate sacarācaram .\nhetunānena kaunteya jagadviparivartate ||9-10||,"Working under My direction, this material energy brings into being all animate and inanimate forms, O son of Kunti.  For this reason, the material world undergoes the changes (of creation, maintenance, and dissolution).",321
9,Rāja Vidyā Yog,9.11,अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् |\nपरं भावमजानन्तो मम भूतमहेश्वरम् ||९-११||,avajānanti māṃ mūḍhā mānuṣīṃ tanumāśritam .\nparaṃ bhāvamajānanto mama bhūtamaheśvaram ||9-11||,"When I descend in My personal form deluded persons are unable to recognize Me.  They do not know the divinity of My personality, as the Supreme Lord of all beings.",322
9,Rāja Vidyā Yog,9.12,मोघाशा मोघकर्माणो मोघज्ञाना विचेतसः |\nराक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिताः ||९-१२||,moghāśā moghakarmāṇo moghajñānā vicetasaḥ .\nrākṣasīmāsurīṃ caiva prakṛtiṃ mohinīṃ śritāḥ ||9-12||,"Bewildered by the material energy, such persons embrace demoniac and atheistic views.  In that deluded state, their hopes for welfare are in vain, their fruitive actions are wasted, and their culture of knowledge is baffled.",323
9,Rāja Vidyā Yog,9.13,महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिताः |\nभजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् ||९-१३||,mahātmānastu māṃ pārtha daivīṃ prakṛtimāśritāḥ .\nbhajantyananyamanaso jñātvā bhūtādimavyayam ||9-13||,"But the great souls, who take shelter of My divine energy, O Parth, know Me, Lord Krishna, as the origin of all creation.  They engage in My devotion with their minds fixed exclusively on Me.",324
9,Rāja Vidyā Yog,9.14,सततं कीर्तयन्तो मां यतन्तश्च दृढव्रताः |\nनमस्यन्तश्च मां भक्त्या नित्ययुक्ता उपासते ||९-१४||,satataṃ kīrtayanto māṃ yatantaśca dṛḍhavratāḥ .\nnamasyantaśca māṃ bhaktyā nityayuktā upāsate ||9-14||,"Always singing My divine glories, striving with great determination, and humbly bowing down before Me, they constantly worship Me in loving devotion.",325
9,Rāja Vidyā Yog,9.15,ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |\nएकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् ||९-१५||,jñānayajñena cāpyanye yajanto māmupāsate .\nekatvena pṛthaktvena bahudhā viśvatomukham ||9-15||,"Others, engaging in the yajña of cultivating knowledge, worship Me by many methods.  Some see Me as undifferentiated oneness that is non-different from them, while others see Me as separate from them.  Still others worship Me in the infinite manifestations of My cosmic form.",326
9,Rāja Vidyā Yog,9.16 – 9.17,अहं क्रतुरहं यज्ञः स्वधाहमहमौषधम् |\nमन्त्रोऽहमहमेवाज्यमहमग्निरहं हुतम् ||९-१६||\nपिताहमस्य जगतो माता धाता पितामहः |\nवेद्यं पवित्रमोंकार ऋक्साम यजुरेव च ||९-१७||,ahaṃ kraturahaṃ yajñaḥ svadhāhamahamauṣadham .\nmantro.ahamahamevājyamahamagnirahaṃ hutam ||9-16||\npitāhamasya jagato mātā dhātā pitāmahaḥ .\nvedyaṃ pavitramoṃkāra ṛksāma yajureva ca ||9-17||,"It is I who am the Vedic ritual, I am the sacrifice, and I am the oblation offered to the ancestors.  I am the medicinal herb, and I am the Vedic mantra.  I am the clarified butter, I am the fire and the act of offering.  Of this universe, I am the Father; I am also the Mother, the Sustainer, and the Grandsire.  I am the purifier, the goal of knowledge, the sacred syllable Om.  I am the Ṛig Veda, Sāma Veda, and the Yajur Veda.",327
9,Rāja Vidyā Yog,9.18,गतिर्भर्ता प्रभुः साक्षी निवासः शरणं सुहृत् |\nप्रभवः प्रलयः स्थानं निधानं बीजमव्ययम् ||९-१८||,gatirbhartā prabhuḥ sākṣī nivāsaḥ śaraṇaṃ suhṛt .\nprabhavaḥ pralayaḥ sthānaṃ nidhānaṃ bījamavyayam ||9-18||,"I am the Supreme Goal of all living beings, and I am also their Sustainer, Master, Witness, Abode, Shelter, and Friend.  I am the Origin, End, and Resting Place of creation; I am the Repository and Eternal Seed.",328
9,Rāja Vidyā Yog,9.19,तपाम्यहमहं वर्षं निगृह्णाम्युत्सृजामि च |\nअमृतं चैव मृत्युश्च सदसच्चाहमर्जुन ||९-१९||,tapāmyahamahaṃ varṣaṃ nigṛhṇāmyutsṛjāmi ca .\namṛtaṃ caiva mṛtyuśca sadasaccāhamarjuna ||9-19||,"I radiate heat as the sun, and I withhold, as well as send forth rain.  I am immortality as well as death personified, O Arjun.  I am the spirit as well as matter.",329
9,Rāja Vidyā Yog,9.20,त्रैविद्या मां सोमपाः पूतपापा\nयज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते |\nते पुण्यमासाद्य सुरेन्द्रलोक-\nमश्नन्ति दिव्यान्दिवि देवभोगान् ||९-२०||,traividyā māṃ somapāḥ pūtapāpā yajñairiṣṭvā svargatiṃ prārthayante .\nte puṇyamāsādya surendralokaṃ aśnanti divyāndivi devabhogān ||9-20||,"Those who are inclined to the fruitive activity described in the Vedas worship Me through ritualistic sacrifices.  Being purified from sin by drinking the Soma juice, which is the remnant of the yajñas, they seek to go to heaven.  By virtue of their pious deeds, they go to the abode of Indra, the king of heaven, and enjoy the pleasures of the celestial gods.",330
9,Rāja Vidyā Yog,9.21,ते तं भुक्त्वा स्वर्गलोकं विशालं\nक्षीणे पुण्ये मर्त्यलोकं विशन्ति |\nएवं त्रयीधर्ममनुप्रपन्ना\nगतागतं कामकामा लभन्ते ||९-२१||,te taṃ bhuktvā svargalokaṃ viśālaṃ kṣīṇe puṇye martyalokaṃ viśanti .\nevaṃ trayīdharmamanuprapannā gatāgataṃ kāmakāmā labhante ||9-21||,"When they have enjoyed the vast pleasures of heaven, the stock of their merits being exhausted, they return to the earthly plane.  Thus, those who follow the Vedic rituals, desiring objects of enjoyment, repeatedly come and go in this world.",331
9,Rāja Vidyā Yog,9.22,अनन्याश्चिन्तयन्तो मां ये जनाः पर्युपासते |\nतेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् ||९-२२||,ananyāścintayanto māṃ ye janāḥ paryupāsate .\nteṣāṃ nityābhiyuktānāṃ yogakṣemaṃ vahāmyaham ||9-22||,"There are those who always think of Me and engage in exclusive devotion to Me.  To them, whose minds are always absorbed in Me, I provide what they lack and preserve what they already possess.",332
9,Rāja Vidyā Yog,9.23,येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयान्विताः |\nतेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् ||९-२३||,ye.apyanyadevatābhaktā yajante śraddhayānvitāḥ .\nte.api māmeva kaunteya yajantyavidhipūrvakam ||9-23||,"O son of Kunti, even those devotees who faithfully worship other gods also worship Me.  But they do so by the wrong method.",333
9,Rāja Vidyā Yog,9.24,अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च |\nन तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते ||९-२४||,ahaṃ hi sarvayajñānāṃ bhoktā ca prabhureva ca .\nna tu māmabhijānanti tattvenātaścyavanti te ||9-24||,I am the enjoyer and the only Lord of all sacrifices.  But those who fail to realize My divine nature must be reborn.,334
9,Rāja Vidyā Yog,9.25,यान्ति देवव्रता देवान्पितॄन्यान्ति पितृव्रताः |\nभूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् ||९-२५||,yānti devavratā devānpitṝnyānti pitṛvratāḥ .\nbhūtāni yānti bhūtejyā yānti madyājino.api mām ||9-25||,"Worshippers of the celestial gods take birth amongst the celestial gods, worshippers of the ancestors go to the ancestors, worshippers of ghosts take birth amongst such beings, and My devotees come to Me alone.",335
9,Rāja Vidyā Yog,9.26,पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति |\nतदहं भक्त्युपहृतमश्नामि प्रयतात्मनः ||९-२६||,patraṃ puṣpaṃ phalaṃ toyaṃ yo me bhaktyā prayacchati .\ntadahaṃ bhaktyupahṛtamaśnāmi prayatātmanaḥ ||9-26||,"If one offers to Me with devotion a leaf, a flower, a fruit, or even water, I delightfully partake of that item offered with love by My devotee in pure consciousness.",336
9,Rāja Vidyā Yog,9.27,यत्करोषि यदश्नासि यज्जुहोषि ददासि यत् |\nयत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् ||९-२७||,yatkaroṣi yadaśnāsi yajjuhoṣi dadāsi yat .\nyattapasyasi kaunteya tatkuruṣva madarpaṇam ||9-27||,"Whatever you do, whatever you eat, whatever you offer as oblation to the sacred fire, whatever you bestow as a gift, and whatever austerities you perform, O son of Kunti, do them as an offering to Me.",337
9,Rāja Vidyā Yog,9.28,शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनैः |\nसंन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि ||९-२८||,śubhāśubhaphalairevaṃ mokṣyase karmabandhanaiḥ .\nsaṃnyāsayogayuktātmā vimukto māmupaiṣyasi ||9-28||,"By dedicating all your works to Me, you will be freed from the bondage of good and bad results.  With your mind attached to Me through renunciation, you will be liberated and will reach Me.",338
9,Rāja Vidyā Yog,9.29,समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रियः |\nये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् ||९-२९||,samo.ahaṃ sarvabhūteṣu na me dveṣyo.asti na priyaḥ .\nye bhajanti tu māṃ bhaktyā mayi te teṣu cāpyaham ||9-29||,I am equally disposed to all living beings; I am neither inimical nor partial to anyone.  But the devotees who worship Me with love reside in Me and I reside in them.,339
